phenotype,mendelian_disease_group,complex_trait,n_ground_truth_positives,n_ground_truth_negatives,n_predicted_positives,n_predicted_negatives,n_true_positives,n_true_negatives,n_false_positives,n_false_negatives,sensitivity,specificity,precision,recall,n_genes_above_thresh,n_genes_total,fisher_p_value,odds_ratio,threshold,auc,auc_lower_ci,auc_upper_ci,auc_se
PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,Primary Biliary Cirrhosis,527,1878,2405,0,527,0,1878,0,1,0,0.219126819126819,1,2405,2405,1,1,0,0.433213499766597,0.405085834782079,0.461341164751116,0.0143511131869697
PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,Primary Biliary Cirrhosis,527,1878,2368,37,518,28,1850,9,0.98292220113852,0.0149094781682641,0.21875,0.98292220113852,2368,2405,0.690943321981944,0.997798861480076,0.01,0.433213499766597,0.405085834782079,0.461341164751116,0.0143511131869697
PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,Primary Biliary Cirrhosis,527,1878,2249,156,481,110,1768,46,0.912713472485768,0.0585729499467519,0.213872832369942,0.912713472485768,2249,2405,0.0212155468088896,0.9694999441902,0.05,0.433213499766597,0.405085834782079,0.461341164751116,0.0143511131869697
PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,Primary Biliary Cirrhosis,527,1878,1760,645,347,465,1413,180,0.658444022770398,0.247603833865815,0.197159090909091,0.658444022770398,1760,2405,2.30531980141785e-05,0.875129423045158,0.2,0.433213499766597,0.405085834782079,0.461341164751116,0.0143511131869697
PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,Primary Biliary Cirrhosis,527,1878,1468,937,278,688,1190,249,0.527514231499051,0.366347177848775,0.189373297002725,0.527514231499051,1468,2405,1.33266338528419e-05,0.832497249374133,0.3,0.433213499766597,0.405085834782079,0.461341164751116,0.0143511131869697
PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,Primary Biliary Cirrhosis,527,1878,1181,1224,212,909,969,315,0.402277039848197,0.484025559105431,0.179508890770533,0.402277039848197,1181,2405,4.35655691237042e-06,0.779645284659355,0.4,0.433213499766597,0.405085834782079,0.461341164751116,0.0143511131869697
PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,Primary Biliary Cirrhosis,527,1878,916,1489,168,1130,748,359,0.318785578747628,0.601703940362087,0.183406113537118,0.318785578747628,916,2405,0.000957706287311475,0.800373418299526,0.5,0.433213499766597,0.405085834782079,0.461341164751116,0.0143511131869697
PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,Primary Biliary Cirrhosis,527,1878,701,1704,123,1300,578,404,0.233396584440228,0.692225772097977,0.17546362339515,0.233396584440228,701,2405,0.000922738916092327,0.75833699927119,0.6,0.433213499766597,0.405085834782079,0.461341164751116,0.0143511131869697
PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,Primary Biliary Cirrhosis,527,1878,530,1875,89,1437,441,438,0.16888045540797,0.76517571884984,0.167924528301887,0.16888045540797,530,2405,0.00106831440288076,0.719177993778157,0.7,0.433213499766597,0.405085834782079,0.461341164751116,0.0143511131869697
PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,Primary Biliary Cirrhosis,527,1878,369,2036,71,1580,298,456,0.13472485768501,0.841320553780618,0.192411924119241,0.13472485768501,369,2405,0.193820493695831,0.849037861518281,0.8,0.433213499766597,0.405085834782079,0.461341164751116,0.0143511131869697
