phenotype,mendelian_disease_group,complex_trait,n_ground_truth_positives,n_ground_truth_negatives,n_predicted_positives,n_predicted_negatives,n_true_positives,n_true_negatives,n_false_positives,n_false_negatives,sensitivity,specificity,precision,recall,n_genes_above_thresh,n_genes_total,fisher_p_value,odds_ratio,threshold,auc,auc_lower_ci,auc_upper_ci,auc_se
PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,Primary Biliary Cirrhosis,527,1878,2405,0,527,0,1878,0,1,0,0.219126819126819,1,2405,2405,1,1,0,0.598250389509612,0.571091187991366,0.625409591027858,0.0138569900939375
PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,Primary Biliary Cirrhosis,527,1878,2377,28,526,27,1851,1,0.998102466793169,0.0143769968051118,0.221287336979386,0.998102466793169,2377,2405,0.0185949015468401,1.01266149791333,0.01,0.598250389509612,0.571091187991366,0.625409591027858,0.0138569900939375
PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,Primary Biliary Cirrhosis,527,1878,2343,62,518,53,1825,9,0.98292220113852,0.0282215122470714,0.22108408023901,0.98292220113852,2343,2405,0.21179749401927,1.0114673390346,0.05,0.598250389509612,0.571091187991366,0.625409591027858,0.0138569900939375
PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,Primary Biliary Cirrhosis,527,1878,2127,278,487,238,1640,40,0.924098671726755,0.126730564430245,0.22896097790315,0.924098671726755,2127,2405,0.000905243607287004,1.0582056740871,0.2,0.598250389509612,0.571091187991366,0.625409591027858,0.0138569900939375
PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,Primary Biliary Cirrhosis,527,1878,1965,440,462,375,1503,65,0.876660341555977,0.199680511182109,0.235114503816794,0.876660341555977,1965,2405,4.25925006596711e-05,1.09538797168471,0.3,0.598250389509612,0.571091187991366,0.625409591027858,0.0138569900939375
PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,Primary Biliary Cirrhosis,527,1878,1758,647,435,555,1323,92,0.825426944971537,0.295527156549521,0.247440273037543,0.825426944971537,1758,2405,1.2719471003953e-08,1.17169448424531,0.4,0.598250389509612,0.571091187991366,0.625409591027858,0.0138569900939375
PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,Primary Biliary Cirrhosis,527,1878,1519,886,390,749,1129,137,0.740037950664137,0.398828541001065,0.256747860434496,0.740037950664137,1519,2405,3.66325051414492e-09,1.23099315442626,0.5,0.598250389509612,0.571091187991366,0.625409591027858,0.0138569900939375
PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,Primary Biliary Cirrhosis,527,1878,1253,1152,337,962,916,190,0.639468690702087,0.512247071352503,0.268954509177973,0.639468690702087,1253,2405,6.21458472291418e-10,1.31105043792415,0.6,0.598250389509612,0.571091187991366,0.625409591027858,0.0138569900939375
PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,Primary Biliary Cirrhosis,527,1878,989,1416,277,1166,712,250,0.52561669829222,0.62087326943557,0.280080889787664,0.52561669829222,989,2405,2.22265319463942e-09,1.38638786431572,0.7,0.598250389509612,0.571091187991366,0.625409591027858,0.0138569900939375
PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,Primary Biliary Cirrhosis,527,1878,698,1707,210,1390,488,317,0.398481973434535,0.740149094781683,0.300859598853868,0.398481973434535,698,2405,1.40172983284639e-09,1.53350234858618,0.8,0.598250389509612,0.571091187991366,0.625409591027858,0.0138569900939375
PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,Primary Biliary Cirrhosis,527,1878,360,2045,113,1631,247,414,0.214421252371917,0.868477103301385,0.313888888888889,0.214421252371917,360,2405,6.29517588920899e-06,1.63029599981562,0.9,0.598250389509612,0.571091187991366,0.625409591027858,0.0138569900939375
PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,Primary Biliary Cirrhosis,527,1878,167,2238,51,1762,116,476,0.0967741935483871,0.938232161874334,0.305389221556886,0.0967741935483871,167,2405,0.00657443678683659,1.56674082313682,0.95,0.598250389509612,0.571091187991366,0.625409591027858,0.0138569900939375
PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,Primary Biliary Cirrhosis,527,1878,42,2363,19,1855,23,508,0.0360531309297913,0.987752928647497,0.452380952380952,0.0360531309297913,42,2405,0.000944442865655393,2.94381651678904,0.99,0.598250389509612,0.571091187991366,0.625409591027858,0.0138569900939375
PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,Primary Biliary Cirrhosis,527,1878,0,2405,0,1878,0,527,0,1,,0,0,2405,1,,1,0.598250389509612,0.571091187991366,0.625409591027858,0.0138569900939375
PASS_Rheumatoid_Arthritis,Immune_Dysregulation,Rheumatoid Arthritis,527,1878,2405,0,527,0,1878,0,1,0,0.219126819126819,1,2405,2405,1,1,0,0.609074310956991,0.581708747852297,0.636439874061686,0.013962278552336
PASS_Rheumatoid_Arthritis,Immune_Dysregulation,Rheumatoid Arthritis,527,1878,2373,32,525,30,1848,2,0.996204933586338,0.0159744408945687,0.221238938053097,0.996204933586338,2373,2405,0.0300713153686784,1.0123770915991,0.01,0.609074310956991,0.581708747852297,0.636439874061686,0.013962278552336
PASS_Rheumatoid_Arthritis,Immune_Dysregulation,Rheumatoid Arthritis,527,1878,2331,74,520,67,1811,7,0.986717267552182,0.0356762513312034,0.223080223080223,0.986717267552182,2331,2405,0.00638938423752139,1.02322199252512,0.05,0.609074310956991,0.581708747852297,0.636439874061686,0.013962278552336
PASS_Rheumatoid_Arthritis,Immune_Dysregulation,Rheumatoid Arthritis,527,1878,2088,317,483,273,1605,44,0.916508538899431,0.145367412140575,0.23132183908046,0.916508538899431,2088,2405,0.000142322262577295,1.07240064551597,0.2,0.609074310956991,0.581708747852297,0.636439874061686,0.013962278552336
PASS_Rheumatoid_Arthritis,Immune_Dysregulation,Rheumatoid Arthritis,527,1878,1945,460,465,398,1480,62,0.882352941176471,0.211927582534611,0.239074550128535,0.882352941176471,1945,2405,4.79090848678246e-07,1.11963434022258,0.3,0.609074310956991,0.581708747852297,0.636439874061686,0.013962278552336
PASS_Rheumatoid_Arthritis,Immune_Dysregulation,Rheumatoid Arthritis,527,1878,1743,662,429,564,1314,98,0.81404174573055,0.300319488817891,0.246127366609294,0.81404174573055,1743,2405,1.06686567008495e-07,1.16344779184321,0.4,0.609074310956991,0.581708747852297,0.636439874061686,0.013962278552336
PASS_Rheumatoid_Arthritis,Immune_Dysregulation,Rheumatoid Arthritis,527,1878,1491,914,387,774,1104,140,0.734345351043643,0.412140575079872,0.259557344064386,0.734345351043643,1491,2405,5.10927682630326e-10,1.24918529824272,0.5,0.609074310956991,0.581708747852297,0.636439874061686,0.013962278552336
PASS_Rheumatoid_Arthritis,Immune_Dysregulation,Rheumatoid Arthritis,527,1878,1249,1156,329,958,920,198,0.624288425047438,0.510117145899894,0.263410728582866,0.624288425047438,1249,2405,5.27438546513557e-08,1.27436267634684,0.6,0.609074310956991,0.581708747852297,0.636439874061686,0.013962278552336
PASS_Rheumatoid_Arthritis,Immune_Dysregulation,Rheumatoid Arthritis,527,1878,960,1445,276,1194,684,251,0.523719165085389,0.635782747603834,0.2875,0.523719165085389,960,2405,6.97588929929033e-11,1.43793069010287,0.7,0.609074310956991,0.581708747852297,0.636439874061686,0.013962278552336
PASS_Rheumatoid_Arthritis,Immune_Dysregulation,Rheumatoid Arthritis,527,1878,692,1713,207,1393,485,320,0.392789373814042,0.74174653887114,0.299132947976879,0.392789373814042,692,2405,3.58568262547667e-09,1.52094524540777,0.8,0.609074310956991,0.581708747852297,0.636439874061686,0.013962278552336
