phenotype,mendelian_disease_group,complex_trait,n_ground_truth_positives,n_ground_truth_negatives,n_predicted_positives,n_predicted_negatives,n_true_positives,n_true_negatives,n_false_positives,n_false_negatives,sensitivity,specificity,precision,recall,n_genes_above_thresh,n_genes_total,fisher_p_value,odds_ratio,threshold,auc,auc_lower_ci,auc_upper_ci,auc_se
PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,Primary Biliary Cirrhosis,527,1878,2405,0,527,0,1878,0,1,0,0.219126819126819,1,2405,2405,1,1,0,0.592303674020366,0.564824644683372,0.619782703357359,0.0140201705509614
PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,Primary Biliary Cirrhosis,527,1878,2395,10,527,10,1868,0,1,0.0053248136315229,0.220041753653445,1,2395,2405,0.130646348285204,1.00535331905782,0.01,0.592303674020366,0.564824644683372,0.619782703357359,0.0140201705509614
PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,Primary Biliary Cirrhosis,527,1878,2334,71,511,55,1823,16,0.969639468690702,0.0292864749733759,0.218937446443873,0.969639468690702,2334,2405,0.884547889357719,0.998893539331398,0.05,0.592303674020366,0.564824644683372,0.619782703357359,0.0140201705509614
PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,Primary Biliary Cirrhosis,527,1878,2000,405,464,342,1536,63,0.88045540796964,0.182108626198083,0.232,0.88045540796964,2000,2405,0.000595883417082749,1.07649430740038,0.2,0.592303674020366,0.564824644683372,0.619782703357359,0.0140201705509614
PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,Primary Biliary Cirrhosis,527,1878,1814,591,436,500,1378,91,0.827324478178368,0.266240681576145,0.240352811466373,0.827324478178368,1814,2405,7.49890642798708e-06,1.12751478230695,0.3,0.592303674020366,0.564824644683372,0.619782703357359,0.0140201705509614
PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,Primary Biliary Cirrhosis,527,1878,1604,801,408,682,1196,119,0.774193548387097,0.363152289669862,0.254364089775561,0.774193548387097,1604,2405,1.59221094025956e-09,1.21566512029345,0.4,0.592303674020366,0.564824644683372,0.619782703357359,0.0140201705509614
PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,Primary Biliary Cirrhosis,527,1878,1379,1026,361,860,1018,166,0.685009487666034,0.457933972310969,0.26178390137781,0.685009487666034,1379,2405,3.64404140337963e-09,1.26370119630335,0.5,0.592303674020366,0.564824644683372,0.619782703357359,0.0140201705509614
PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,Primary Biliary Cirrhosis,527,1878,1122,1283,317,1073,805,210,0.601518026565465,0.571352502662407,0.2825311942959,0.601518026565465,1122,2405,2.57390354552615e-12,1.40329298619869,0.6,0.592303674020366,0.564824644683372,0.619782703357359,0.0140201705509614
PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,Primary Biliary Cirrhosis,527,1878,865,1540,248,1261,617,279,0.470588235294118,0.671458998935037,0.286705202312139,0.470588235294118,865,2405,3.12730205042034e-09,1.43235770807513,0.7,0.592303674020366,0.564824644683372,0.619782703357359,0.0140201705509614
PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,Primary Biliary Cirrhosis,527,1878,583,1822,164,1459,419,363,0.311195445920304,0.776890308839191,0.281303602058319,0.311195445920304,583,2405,4.31569210326289e-05,1.39480918243038,0.8,0.592303674020366,0.564824644683372,0.619782703357359,0.0140201705509614
