phenotype,mendelian_disease_group,complex_trait,n_ground_truth_positives,n_ground_truth_negatives,n_predicted_positives,n_predicted_negatives,n_true_positives,n_true_negatives,n_false_positives,n_false_negatives,sensitivity,specificity,precision,recall,n_genes_above_thresh,n_genes_total,fisher_p_value,odds_ratio,threshold,auc,auc_lower_ci,auc_upper_ci,auc_se
PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,Primary Biliary Cirrhosis,527,1878,2405,0,527,0,1878,0,1,0,0.219126819126819,1,2405,2405,1,1,0,0.49141411691957,0.462098766706283,0.520729467132857,0.0149570861732779
PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,Primary Biliary Cirrhosis,527,1878,2374,31,518,22,1856,9,0.98292220113852,0.0117145899893504,0.218197135636057,0.98292220113852,2374,2405,0.380185027874811,0.994573218608912,0.01,0.49141411691957,0.462098766706283,0.520729467132857,0.0149570861732779
PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,Primary Biliary Cirrhosis,527,1878,2256,149,492,114,1764,35,0.933586337760911,0.060702875399361,0.218085106382979,0.933586337760911,2256,2405,0.610383364786633,0.993920148704643,0.05,0.49141411691957,0.462098766706283,0.520729467132857,0.0149570861732779
PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,Primary Biliary Cirrhosis,527,1878,1769,636,371,480,1398,156,0.703984819734345,0.255591054313099,0.209723007348785,0.703984819734345,1769,2405,0.0652776756724885,0.945696345823391,0.2,0.49141411691957,0.462098766706283,0.520729467132857,0.0149570861732779
PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,Primary Biliary Cirrhosis,527,1878,1467,938,303,714,1164,224,0.574952561669829,0.380191693290735,0.206543967280164,0.574952561669829,1467,2405,0.0688139464388374,0.927629648467302,0.3,0.49141411691957,0.462098766706283,0.520729467132857,0.0149570861732779
PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,Primary Biliary Cirrhosis,527,1878,1161,1244,243,960,918,284,0.461100569259962,0.511182108626198,0.209302325581395,0.461100569259962,1161,2405,0.27787430272542,0.94329724299587,0.4,0.49141411691957,0.462098766706283,0.520729467132857,0.0149570861732779
PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,Primary Biliary Cirrhosis,527,1878,910,1495,196,1164,714,331,0.371916508538899,0.619808306709265,0.215384615384615,0.371916508538899,910,2405,0.76046975415918,0.978234177921643,0.5,0.49141411691957,0.462098766706283,0.520729467132857,0.0149570861732779
PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,Primary Biliary Cirrhosis,527,1878,682,1723,148,1344,534,379,0.280834914611006,0.715654952076677,0.217008797653959,0.280834914611006,682,2405,0.912934038694567,0.987655373856683,0.6,0.49141411691957,0.462098766706283,0.520729467132857,0.0149570861732779
PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,Primary Biliary Cirrhosis,527,1878,491,1914,116,1503,375,411,0.22011385199241,0.800319488817891,0.236252545824847,0.22011385199241,491,2405,0.299333373104959,1.10233017077799,0.7,0.49141411691957,0.462098766706283,0.520729467132857,0.0149570861732779
PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,Primary Biliary Cirrhosis,527,1878,331,2074,94,1641,237,433,0.178368121442125,0.873801916932907,0.283987915407855,0.178368121442125,331,2405,0.00263805954598838,1.41339802560469,0.8,0.49141411691957,0.462098766706283,0.520729467132857,0.0149570861732779
PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,Primary Biliary Cirrhosis,527,1878,190,2215,74,1762,116,453,0.140417457305503,0.938232161874334,0.389473684210526,0.140417457305503,190,2405,2.62474910593904e-08,2.27331021396323,0.9,0.49141411691957,0.462098766706283,0.520729467132857,0.0149570861732779
PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,Primary Biliary Cirrhosis,527,1878,129,2276,60,1809,69,467,0.113851992409867,0.963258785942492,0.465116279069768,0.113851992409867,129,2405,2.01051230930869e-10,3.09875422819899,0.95,0.49141411691957,0.462098766706283,0.520729467132857,0.0149570861732779
PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,Primary Biliary Cirrhosis,527,1878,38,2367,23,1863,15,504,0.0436432637571158,0.992012779552716,0.605263157894737,0.0436432637571158,38,2405,2.42424626935191e-07,5.46413662239089,0.99,0.49141411691957,0.462098766706283,0.520729467132857,0.0149570861732779
PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,Primary Biliary Cirrhosis,527,1878,0,2405,0,1878,0,527,0,1,,0,0,2405,1,,1,0.49141411691957,0.462098766706283,0.520729467132857,0.0149570861732779
PASS_Rheumatoid_Arthritis,Immune_Dysregulation,Rheumatoid Arthritis,527,1878,2405,0,527,0,1878,0,1,0,0.219126819126819,1,2405,2405,1,1,0,0.514421959652665,0.484978504138921,0.543865415166408,0.0150224472214743
PASS_Rheumatoid_Arthritis,Immune_Dysregulation,Rheumatoid Arthritis,527,1878,2373,32,520,25,1853,7,0.986717267552182,0.0133120340788072,0.21913190054783,0.986717267552182,2373,2405,1,1.00002969695791,0.01,0.514421959652665,0.484978504138921,0.543865415166408,0.0150224472214743
PASS_Rheumatoid_Arthritis,Immune_Dysregulation,Rheumatoid Arthritis,527,1878,2257,148,493,114,1764,34,0.935483870967742,0.060702875399361,0.218431546300399,0.935483870967742,2257,2405,0.758415623682796,0.995940311608514,0.05,0.514421959652665,0.484978504138921,0.543865415166408,0.0150224472214743
